x,y
6.2589e+06,2.3886e-17
6.2716e+06,1.7081e-17
6.2843e+06,1.3381e-17
6.2971e+06,1.2465e-17
6.3098e+06,1.3785e-17
6.3225e+06,1.8747e-17
6.3352e+06,1.8625e-17
6.3479e+06,1.5433e-17
6.3607e+06,1.3404e-17
6.3734e+06,1.3494e-17
6.3861e+06,1.0259e-17
6.3988e+06,9.4524e-18
6.4115e+06,1.0303e-17
6.4243e+06,1.1587e-17
6.437e+06,1.355e-17
6.4497e+06,1.4969e-17
6.4624e+06,1.5092e-17
6.4752e+06,1.2792e-17
6.4879e+06,1.0962e-17
6.5006e+06,1.1978e-17
